보낸이,메일주소,제목,내용,스팸여부
Google,google-noreply@google.com,Gmail의 스토리지를 거의 다 사용했습니다,"Gmail의 스토리지가 거의 다 찼습니다

스토리지가 얼마 남지 않아 새 이메일을 받지 못하실 수 있습니다


90% 사용 중-------15 GB


Google 계정에서 이용 가능한 스토리지 15 GB 중 13.59 GB(90%)를 사용하여  
Gmail, Google Drive, Google Photos에서 사용 가능한 저장 공간이 얼마 남지  
않았습니다. 스토리지가 소진되면 Gmail 계정에서 이메일을 보내거나 받지  
못하실 수 있습니다. 중단 없이 서비스를 이용하시려면 Google One 멤버십을  
통해 스토리지를 추가로 확보하세요. 요금제 가격은 월 ₩2,400부터 시작합니다.
추가 스토리지 확보  
<https://notifications.google.com/g/p/ANiao5qBvtZ2YOpE6reGS8ljpXGfQQHVWCTW2AfU2pPKyTpgkh7_qzbFYkp7vI4w8TyDgl3_H1c1eu12ly7YIAm8ZbzCUGr2XirWFM8MHRyBtM1BCAPH1l2y7UJLLkpiOi88lI_yDPFVxkJgWBDhSo06SjS06kbIxCG6wGpRmE70Q2d1GwAk5LmdfZLQ2pDFsSk62mRPTK-KHKWkYBLeQMHuC2MqRkIBZdg-afCQzvTSjI0D7W8xsUAtBPZLikMqTiv9FwjoJIUMltnQRgiPC6b8ILLEXxMW7TE1ZDvI3HQYtXXBqYjT28eiFykxShX0AhBUVCGmLQPfLTNWKn2xIQ7UvurcU2NVcX-OTBP4EqF7xJk>

아직 추가 스토리지를 구매할 준비가 되지 않으셨나요?

파일을 삭제하여 여유 공간을  
확보하세요.<https://notifications.google.com/g/p/ANiao5pWMI3ixDTzeEF9KDxWKsR_JK-saTCrKcZANS83oL85-7H_0GPGjgQ0jRS8-sjPqrrJ1DGlTSCvKs45KQ4jXbuSBE8cDCZcDFbX0CzCJCK9kq7H_nqY_QYXeSO8OkkO2TpHKGduSmgIFth3shsCbZ2eX2C4QXx_Q7hRH37j__E5QVFRWbcYD1DmH-8zWcItTaXnh020YI1YY6WcHIKGvIlNkMQetc5xQ-bv6-U0X2C81t8ro0KRNM_wO556oaiOkNCAzdzahnKlvQS1avBJDr-HCcomR5bvcVkRal7qnNMjLKfQ76JQviN1cyWw3oxH9OIkN-hv_yu4Yap7eUdu14DQBrxDwRE0_dTAosO9OLPv25MQqbY>


Google  
One<https://notifications.google.com/g/p/ANiao5rMzZPkwxD0eQIhSptlqggVIYVW4XKch1HeifQC_uaZgWpZUFYp28lHqqPLPo6C4NLq5ar5wIBBhXXgiWVXBLdSa0OYMPkKkcnPWbQr4UpusgohNfRqDuFKH4TOyEPsLhNv7s-wZzB5sifg3jVn5tIK1AFM3DvF1vTTDA5MDlxz4w8LxhKxkk9AX1ECaKsfRDUPA6JrJkN1bR0ITevDGOMFCeG_K0GPIlzK3CNjh6zbFIKv1cN1-FBDqS3sBECh5VECAWLA4m_-aPbAK8yotiS6jWS5-Mqz497WW7x9v3H6xockZYizlUOcPG4zQ6WKMjw_GT0AYjKVAxPmRxCZOyLjmK6KdyDG08Bos1KfZbliS3jRWA>에  
관해 자세히 알아보세요. 스토리지 옵션과 관련해 궁금한 점이 있으시면  
고객센터<https://notifications.google.com/g/p/ANiao5oROh3y0KjDuSTXZX8LASJeF-USqTojTACbtUHYEXnuOxvsfRcN1cDMbTiles6M4T3ymS2mLc9lYqEf0g8Q0Z0Zc4fB1ekv8z4y2G9NuCIdlEJygQBOyMxThzmdZBzrVwikYLHhwbCPbYtoS39OO6_gFOs6zU7D8g1oCLIBPI1AKvTfolXdJmmUOtiFok73hwCbq3lDCmYlwIy_Sfe6VpXRkm4FMXKl7en5k36khNtfTutpHPtiWFe2VuZb0SI>를  
방문하세요.


이미 조치를 취하신 경우 이 이메일을 무시하셔도 됩니다.
이 이메일이 도움이 되었나요?
도움이 됨  
<https://notifications.google.com/g/p/ANiao5q2M1a4rIIksAdI9fx-LmkCtgvD5GwMRvZpnW5MyrbOgZ77zJKuxsWnO-wL5OUx8yd7XY05x3eKGPeBhsAacrmk6WZH8BRxDcVFD5OXh2fQcCPpT9E-H4J4QTsNwY3yxTLD0f-1CQqWslEONurd2iKgdFe1XvsL6Un6pu8YG6HyHhBDmf1YYCSX_23pF4WkvP2lV58gxBRvd9ZBP-mXQP7yYrgj2-t4OPWMbfFjBIVmHIXizUcKnirQFJYyDNrG6fi8KdL1BRYzP3lW0uvWMfrCTf3qEFs>
보통  
<https://notifications.google.com/g/p/ANiao5q9YXm4Jl5fpygb2E6NqOyrlxTFaDjV9wxyiierh0BSc1D7TeeGhcTxPSWw5S_FaCHg4NJ4lSv6Zg37qKqHHGDbcLYqEZ6CBh2DUwKmb-2IZ85Bf0bgpbhcivVQzdYEVtbuRNm1svQKzt6gJVEEuYX4V2uoc8CGlI6fsLZkDyfMHay0lPA8Ur1JPQQh9njpvzJ_BYg0mkg7bV-EtaQvpwcrRH2T4coFIY3OBJIaocFu5lFUoKbNfc9YPt7M93ALGRjf0yQhSeNayao0juPpkG8bc8KN4-ADHq02>
도움이 되지 않음  
<https://notifications.google.com/g/p/ANiao5qJ9yS_Okoivl0qkKEOLh2jh-KRTbgzYd5kAMH4noWsAxeCSa4Dn2i0xWpnhLviT3TWSthfZTeAMf8WPRTKQG5hG3AMGFU_26xgI7CR7rBON7a3NEu9H4s7Uynb9OKYi5bQ8CHyuUxyqzO8K1EuH-3WgKpFpyStOvbZSnpjCVjQEhBXk8KPbLLV-ywmhG-6R6cov7yq2klE2Vqbjd16VvN2UfCubl8JMDxUwxid9aeks_-6hScxHPtY6V8hoo1AiE4WB_J8MWRk4lnnEE0hEG4VwQ>
본 이메일은 Google 계정과 관련된 중요한 정보를 알려드리기 위한 필수 이메일  
서비스 공지입니다.
© 2023 Google LLC 1600 Amphitheatre Parkway, Mountain View, CA 94043
",1
""" 서울시청 """,inews11@seoul.go.kr,기다리셨죠? 놓칠 수 없는 'DDP겨울축제' 21일 개막,,0
Google,no-reply@accounts.google.com,보안 알림,"[image: Google]
2단계 인증을 위한 전화번호가 추가되었습니다


hayangee100@gmail.com
계정 로그인을 위한 코드가 이제 새 전화번호로 전송됩니다. 내가 전화번호를  
추가하지 않았다면 다른 사람이 내 계정을 사용하는 것일 수
있습니다. 지금 계정 보안을 점검하고 강화하세요.
활동 확인
<https://accounts.google.com/AccountChooser?Email=hayangee100@gmail.com&continue=https://myaccount.google.com/alert/nt/1701994649399?rfn%3D259%26rfnc%3D1%26eid%3D7505486090431675114%26et%3D0>
다음 페이지에서 보안 활동도 확인할 수 있습니다.
https://myaccount.google.com/notifications
이 이메일은 Google 계정 및 서비스의 중요한 변경사항을 알려드리기 위해  
발송되었습니다.
© 2023 Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA
",1
Google,no-reply@accounts.google.com,2단계 인증이 사용 설정됨,"[image: Google]
2단계 인증이 사용 설정됨


hayangee100@gmail.com

내 Google 계정(hayangee100@gmail.com)이 이제 2단계 인증으로 보호됩니다.  
새로운 기기나 신뢰할 수 없는
기기에서 로그인하시는 경우 두 번째 인증 수단으로 본인 확인을 해야 합니다.

*계정에 액세스하지 못할 경우에 대비하세요*
두 번째 인증 수단이 없을 때 사용할 백업 전화번호를 추가하시거나 백업 코드를  
받으실 수 있습니다.
설정을 변경하시려면 2단계 인증 설정을 검토
<https://accounts.google.com/AccountChooser?Email=hayangee100@gmail.com&continue=https://myaccount.google.com/signinoptions/two-step-verification?rfn%3D16%26rfnc%3D1%26eid%3D-8975021085505094332%26et%3D0>
하세요.
다음 페이지에서 보안 활동도 확인할 수 있습니다.
https://myaccount.google.com/notifications
이 이메일은 Google 계정 및 서비스의 중요한 변경사항을 알려드리기 위해  
발송되었습니다.
© 2023 Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA
",1
Google,no-reply@accounts.google.com,보안 알림,"[image: Google]
계정에 로그인하기 위해 만든 앱 비밀번호


hayangee100@gmail.com
white921!!에 비밀번호를 생성하지 않았다면 다른 사람이 계정을 사용하는 것일  
수 있습니다. 지금 계정 보안을 점검하고 강화하세요.
활동 확인
<https://accounts.google.com/AccountChooser?Email=hayangee100@gmail.com&continue=https://myaccount.google.com/alert/nt/1701994804307?rfn%3D20%26rfnc%3D1%26eid%3D-8524382217386087318%26et%3D0>
다음 페이지에서 보안 활동도 확인할 수 있습니다.
https://myaccount.google.com/notifications
이 이메일은 Google 계정 및 서비스의 중요한 변경사항을 알려드리기 위해  
발송되었습니다.
© 2023 Google LLC, 1600 Amphitheatre Parkway, Mountain View, CA 94043, USA
",1
,hayangee100@gmail.com,제목: 파이썬으로 Gmail 보내기,내용: 본문 내용,0
,hayangee100@gmail.com,제목: 파이썬으로 Gmail 보내기,내용: 본문 내용,0
최은주,cej2933@naver.com,통장,,1
Zara,noreply@zara.com,구매해 주셔서 감사합니다,,0
AliExpress,promotion@aliexpress.com,[Sara's Pick] 11.11 광군제 커밍쑨!,,0
"""Adobe Creative Cloud""",mail@mail.adobe.com,"(광고)45% 할인 기회, 놓치지 마세요","https://t-info.mail.adobe.com/r/?id=t8ccce44a,fc19773c,bf20f00f&e=cDE9JTQwM016NkczM01PVW9zV2FNb0w0Y0ViWjhWSVRQc3dmOUFkR1YwMXc0bTRhNCUzRA&s=9HlhOLrNiR01JHuWm779Qu8c9vAyVKPxCL6SI7jo9dI
Unfortunately, your email client cannot display HTML or your settings are turned off. To view this email, please click or copy and paste the link above into your browser.
******************************************************************
This is a marketing email from Adobe Systems Software Ireland Limited, 4-6 Riverwalk, Citywest Business Park, Dublin 24, Ireland.
Click on the following link to unsubscribe, or send us an unsubscribe request to the postal address above.
\uc5ec\uae30:  https://t-info.mail.adobe.com/r/?id=t8ccce44a,fc19773c,bf20f010&e=cDE9JTQwVkpvVXBLRHBoSVZXMGc2YWpBRXJNYUZybWU0UEhOQ3pjN2xHZ1QlMkJmMHJnJTNEJnAyPSZsb2M9a3ImcDM9MTg&s=v_WHZN7YllVpapKSQUP0yLkN0iIev1BwJN7gzoR2TCQ  
Please review the Adobe Privacy Policy.
https://t-info.mail.adobe.com/r/?id=t8ccce44a,fc19773c,bf20f011
To ensure future delivery of email, please add mail@mail.adobe.com to your address book, contacts, or safe senders list.
https://t-info.mail.adobe.com/r/?id=t8ccce44a,fc19773c,bf20f012
Please do not reply to this message. To contact Adobe,find options online.
https://t-info.mail.adobe.com/r/?id=t8ccce44a,fc19773c,bf20f013
",0
AliExpress,ae-touch.ae3@mail.aliexpress.com,남성 패션: 혜택 구경하기,,0
최미경,mkc9637@naver.com,[connect job]  메루카리그룹 2024 여름인턴십 / 엔젤그룹 신입정규직,"* 본 메일은 월드잡을 통해 당사 채용공고에 지원해 주신 분들에게 별도 안내드리며,            
  일본대기업과 우량기업의 채용전문 Connect Job한국에서 보내드리는 채용공고건입니다.
* 본 메일의 수신을 원하지 않으시는 분들은 메일로 회신 주시면 발송하지 않겠습니다.


안녕하세요. 여러분들께 일본우량기업을 소개하고 지원하는 Connect Job 포유스입니다. 
이번에 모집중인 공고건을 하기와 같이 연락드리며 
여러분들의 적극적인 지원을 기다립니다. 

1. 2024 summer internship by mercari (도쿄 현지 여름 2개월간)


 

2. 엔젤그룹 신입 정규직 (이과문과, 전공불문) 


-------------------------------------------------------------------
Connect Job한국 포유스 / 일본채용팀
E-mail: mkc9637@naver.com
Tel: 02-402-2503
Homepage: www.foryouth.co.kr
-------------------------------------------------------------------



",1
YouTube,noreply@youtube.com,🔴 아이리 칸나 Music Official에서 방금 최초 공개 시작: 藍璃かんな(Airi Kanna) | ‘最終花’,"🔴 아이리 칸나 Music Official에서 방금 최초 공개 시작: 藍璃かんな(Airi  
Kanna) | ‘最終花’
아이리 칸나 Music Official에서 藍璃かんな(Airi Kanna) | ‘最終花’을(를) 최초  
공개 중입니다
藍璃かんな(Airi Kanna) | ‘最終花’
http://www.youtube.com/watch?v=ajDAmJYPQ-U&feature=em-lsp
이 이벤트에 대한 알림을 요청했으므로 이메일이 전송되었습니다. 선택한  
이벤트에 대한 알림만 전송됩니다.
",0
AliExpress,ae-touch.ae3@mail.aliexpress.com,남성 패션: 혜택 미리보기,,0
Dacon Service,dacon@dacon.io,(광고)[DACON] 데이스쿨 랭커 특강 수강생 모집 오픈🎉,"데이콘의 랭커에게서 리더보드 상위권에 진입하기 위한 노하우를 배워보세요.

데이콘 코드공유 활용
본격 AI 능력 성장 비법 공개!


** 데이콘에서 리더보드 상위권에 진입하기 위한
랭커 특강이 11월 23일 저녁 단 하루
온라인 Live로 진행됩니다!
------------------------------------------------------------
https://dacon.io/forum/410073?page=1&dtype=recent&fType&category=forum&utm_source=DACON&utm_campaign=6b10eb389c-EMAIL_CAMPAIGN_2022_10_05_06_21_COPY_01&utm_medium=email&utm_term=0_7485ff9d1e-6b10eb389c-477655829
수강 신청하기 (https://dacon.io/survey/500083?utm_source=DACON&utm_campaign=6b10eb389c-EMAIL_CAMPAIGN_2022_10_05_06_21_COPY_01&utm_medium=email&utm_term=0_7485ff9d1e-6b10eb389c-477655829)
* 자세한 내용은 DACON 커뮤니티 알림 게시판에서 확인하실 수 있습니다.

============================================================
** Facebook (http://www.facebook.com?utm_source=DACON&utm_campaign=6b10eb389c-EMAIL_CAMPAIGN_2022_10_05_06_21_COPY_01&utm_medium=email&utm_term=0_7485ff9d1e-6b10eb389c-477655829)
** Twitter (http://www.twitter.com/?utm_source=DACON&utm_campaign=6b10eb389c-EMAIL_CAMPAIGN_2022_10_05_06_21_COPY_01&utm_medium=email&utm_term=0_7485ff9d1e-6b10eb389c-477655829)
** Link (http://www.instagram.com/?utm_source=DACON&utm_campaign=6b10eb389c-EMAIL_CAMPAIGN_2022_10_05_06_21_COPY_01&utm_medium=email&utm_term=0_7485ff9d1e-6b10eb389c-477655829)
** Website (http://mailchimp.com?utm_source=DACON&utm_campaign=6b10eb389c-EMAIL_CAMPAIGN_2022_10_05_06_21_COPY_01&utm_medium=email&utm_term=0_7485ff9d1e-6b10eb389c-477655829)
Copyright © 2023 DACON, All rights reserved.
 DACON

Our mailing address is:
DACON
919-33 Gukjegeumyung-Ro 6-Gil
Yeongdeungpo-Gu, Seoul 919-033
South Korea
Want to change how you receive these emails?
You can ** update your preferences (https://dacon.us3.list-manage.com/profile?u=477c03ab5eeefec358193a850&id=7485ff9d1e&e=322026ff79&c=6b10eb389c)
or ** unsubscribe from this list (https://dacon.us3.list-manage.com/unsubscribe?u=477c03ab5eeefec358193a850&id=7485ff9d1e&e=322026ff79&c=6b10eb389c)
.
 Email Marketing Powered by Mailchimp
http://www.mailchimp.com/email-referral/?utm_source=freemium_newsletter&utm_medium=email&utm_campaign=referral_marketing&aid=477c03ab5eeefec358193a850&afl=1",0
"""Adobe Creative Cloud""",mail@mail.adobe.com,"(광고)Creative Cloud 모든 앱 45% 할인, 마지막 기회!","https://t-info.mail.adobe.com/r/?id=t8e60b827,fc1c6613,bf2142e9&e=cDE9JTQwaWklMkJjOFlBeXpFVm1CSlIzMFpEcldJbFQ1S3FOVGR3SXVaRyUyQnRzZ1hRNkklM0Q&s=rrR6QbVQIXhR0NSVKsBpzd0TpHSjvOMlzhdqsDcpEAU
Unfortunately, your email client cannot display HTML or your settings are turned off. To view this email, please click or copy and paste the link above into your browser.
******************************************************************
This is a marketing email from Adobe Systems Software Ireland Limited, 4-6 Riverwalk, Citywest Business Park, Dublin 24, Ireland.
Click on the following link to unsubscribe, or send us an unsubscribe request to the postal address above.
\uc5ec\uae30:  https://t-info.mail.adobe.com/r/?id=t8e60b827,fc1c6613,bf2142ea&e=cDE9JTQwVkpvVXBLRHBoSVZXMGc2YWpBRXJNZDRrQmJ5NzQ2RW5XUFdYZVNQRURYdyUzRCZwMj0mbG9jPWtyJnAzPTE4&s=UC5OZAA7vCFDKF1IPRlvhUXIptSCDcAHpnlkEcv4Sic  
Please review the Adobe Privacy Policy.
https://t-info.mail.adobe.com/r/?id=t8e60b827,fc1c6613,bf2142eb
To ensure future delivery of email, please add mail@mail.adobe.com to your address book, contacts, or safe senders list.
https://t-info.mail.adobe.com/r/?id=t8e60b827,fc1c6613,bf2142ec
Please do not reply to this message. To contact Adobe,find options online.
https://t-info.mail.adobe.com/r/?id=t8e60b827,fc1c6613,bf2142ed
",0
AliExpress,ae-touch.ae3@mail.aliexpress.com,남성 패션: 혜택 구경하기,,0
"""Nintendo""",nintendo-noreply@ccg.nintendo.com,정기적인 닌텐도 어카운트 비밀번호 변경 안내,"
 
 

 
https://click.ccg.nintendo.com/?qs=23eb95d949a3ede7e6b0f13ef921404f710c88959fc9dce047f9ba4052cd98bd0f0a78f08a996f3ba1c3153a7ad4e1898ab7f449762e11bd 


https://click.ccg.nintendo.com/?qs=23eb95d949a3ede7d355dd93e72ad0dc3bce342e449db7f4b311e2e5cb231cab417e11af1d8e59af2926299796bbf66a65eba8156373243f 

\u30fb\ubcf8 \uba54\uc77c\uc740 \uc911\uc694\ud55c \uc815\ubcf4\ub97c \ud3ec\ud568\ud558\uace0 \uc788\uc73c\ubbc0\ub85c, \uba54\uc77c \uc54c\ub9bc \uc218\uc2e0\uc5d0 \ub3d9\uc758\ud558\uc9c0 \uc54a\uc73c\uc2e0 \ubd84\uc5d0\uac8c\ub3c4 \ubc1c\uc1a1\ud558\uace0 \uc788\uc2b5\ub2c8\ub2e4.

\u30fb\ubcf8 \uba54\uc77c\uc740 \ubc1c\uc2e0 \uc804\uc6a9 \uba54\uc77c\ub85c \ud68c\uc2e0\ub418\uc9c0 \uc54a\uc2b5\ub2c8\ub2e4.


\ud55c\uad6d\ub2cc\ud150\ub3c4\uc8fc\uc2dd\ud68c\uc0ac \uc11c\uc6b8\ud2b9\ubcc4\uc2dc \uc911\uad6c \ud1b5\uc77c\ub85c2\uae38 16 AIA\ud0c0\uc6cc 2\uce35

\uace0\uac1d\uc9c0\uc6d0\uc13c\ud130: 1670-9900  E-MAIL: support1@nintendo.co.kr

 
 


 
 

",0
AliExpress,promotion@aliexpress.com,[Sara's Pick] 11.11 광군제 드디어 시작!,,0
Pinterest,recommendations@discover.pinterest.com,"❤ 승수님, 보는 눈이 있으시네요.","이 콘텐츠를 보려면 브라우저에서 다음 URL을 여세요: https://www.pinterest.com/email/click/?user_id=ODA2Nzc3ODU4MTU1NTY3ODYz&od=dD0wODU4OWI3YWEyZGU0NzJjODU1MjI1NzY4Y2ZmYzU3NSZjPVJFQUxUSU1FX1VTRVJfQUNUSU9OX1BJTl9SRUNTX09HJnM9MDg1ODliN2FhMmRlNDcyYzg1NTIyNTc2OGNmZmM1NzUmbj05ZTQwYzk5MmVmYWM0YTM0ODljMThmMTc5OGRjNTFjNg%3D%3D&target=https%3A%2F%2Fwww.pinterest.com%2Fsecure%2Fautologin%2F%3Fuser_id%3DODA2Nzc3ODU4MTU1NTY3ODYz%26od%3DYzq4Qn8QIM7rm2RGzutMxC7BIzuFQVYyNnaDXho46%252FzRlZBPbzNdom5NlRPffbUi%252BQWJTftDQd3sLIxDpvjB9OfZbS40ThPLMYihQRIzC%252Fb21dbkEhF1SJum%252FULiqr1CpbMYYfWPR%252BZoFiXVB0fc8qZCY6UG%252FYtxdH8Nz9UfKCA%253D%26next%3D%252Fnews_hub%252F5330390516517359595%252F%253Futm_campaign%253Drtpinrecs_og%2526e_t%253D08589b7aa2de472c855225768cffc575%2526e_t_s%253Dcta%2526utm_source%253D31%2526utm_medium%253D2004


Pinterest

651 Brannan Street, San Francisco, CA, 94107

    도움말 센터: https://www.pinterest.com/email/click/?user_id=ODA2Nzc3ODU4MTU1NTY3ODYz&od=dD0wODU4OWI3YWEyZGU0NzJjODU1MjI1NzY4Y2ZmYzU3NSZjPVJFQUxUSU1FX1VTRVJfQUNUSU9OX1BJTl9SRUNTX09HJnM9MDg1ODliN2FhMmRlNDcyYzg1NTIyNTc2OGNmZmM1NzUmbj05ZTQwYzk5MmVmYWM0YTM0ODljMThmMTc5OGRjNTFjNg%3D%3D&target=https%3A%2F%2Fwww.pinterest.com%2F_%2F_%2Fhelp%2F%3Fsource%3Demail_footer%26utm_campaign%3Drtpinrecs_og%26e_t%3D08589b7aa2de472c855225768cffc575%26e_t_s%3Dfooter%26utm_source%3D31%26utm_medium%3D2004

    개인정보 보호정책: https://www.pinterest.com/email/click/?user_id=ODA2Nzc3ODU4MTU1NTY3ODYz&od=dD0wODU4OWI3YWEyZGU0NzJjODU1MjI1NzY4Y2ZmYzU3NSZjPVJFQUxUSU1FX1VTRVJfQUNUSU9OX1BJTl9SRUNTX09HJnM9MDg1ODliN2FhMmRlNDcyYzg1NTIyNTc2OGNmZmM1NzUmbj05ZTQwYzk5MmVmYWM0YTM0ODljMThmMTc5OGRjNTFjNg%3D%3D&target=https%3A%2F%2Fwww.pinterest.com%2F_%2F_%2Fpolicy%2Fprivacy-policy%2F

    약관: https://www.pinterest.com/email/click/?user_id=ODA2Nzc3ODU4MTU1NTY3ODYz&od=dD0wODU4OWI3YWEyZGU0NzJjODU1MjI1NzY4Y2ZmYzU3NSZjPVJFQUxUSU1FX1VTRVJfQUNUSU9OX1BJTl9SRUNTX09HJnM9MDg1ODliN2FhMmRlNDcyYzg1NTIyNTc2OGNmZmM1NzUmbj05ZTQwYzk5MmVmYWM0YTM0ODljMThmMTc5OGRjNTFjNg%3D%3D&target=https%3A%2F%2Fwww.pinterest.com%2F_%2F_%2Fpolicy%2Fterms-of-service%2F

    구독 취소: https://www.pinterest.com/email/click/?user_id=ODA2Nzc3ODU4MTU1NTY3ODYz&od=dD0wODU4OWI3YWEyZGU0NzJjODU1MjI1NzY4Y2ZmYzU3NSZjPVJFQUxUSU1FX1VTRVJfQUNUSU9OX1BJTl9SRUNTX09HJnM9MDg1ODliN2FhMmRlNDcyYzg1NTIyNTc2OGNmZmM1NzUmbj05ZTQwYzk5MmVmYWM0YTM0ODljMThmMTc5OGRjNTFjNg%3D%3D&target=https%3A%2F%2Fwww.pinterest.com%2Femail%2Funsubscribe%2F%3Fuser_id%3DODA2Nzc3ODU4MTU1NTY3ODYz%26od%3DeFLxiIuYhFrV0auJRCG2WMziYbKNRWQa6l2w9K38vgIqtqj68DF5u2LuNSq1ir5BQSt3Z5FTruBszDFyBcwklZe2ZdDtwED%252FQE%252FmmBQ5Was%252B6Z%252F3vfcKfn%252FJTpoe3u7Px4asyFm5J5J5W7BYZZ2VWN64zIdrQS6nrQHJ67vo3kjWwikPE5pPE7vrRcz2DpF2%252FCiGWLrt62xsfcETJXC2aPLLEHMrk3%252BGfO9VDUVLobc2JIOheuHKDzIVJ%252F1CNGaEA7sqDo5kQJdaUk%252FKjdOR4p7FEAHQukAdQJwe0lC%252FC7hLPAbqGdMZw5hzlevB%252FW0roPr1h4MxixAdsBJ7wZ2pj3p0VJsz3pRLzHe4HIfYUZEttHeeWq2SpnGPoRFHPQMCTC34ya3GtcSTbk48wjVKFPeIjirznkbWXlaVGeSYWV5R4LNpdcgdk66W62Rk3TPLWnYFhejohObOxEB1lbJhiw%253D%253D%26utm_campaign%3Drtpinrecs_og%26e_t%3D08589b7aa2de472c855225768cffc575%26e_t_s%3Dfooter%26utm_source%3D31%26utm_medium%3D2004
",0
